row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
14438,-0.08530752030600187,0.05170967449413956,ru,short,neutral,short,short,neutral,neutral,ru,ru
14439,0.26043115811010353,0.0029367321815310533,kz,medium,positive,medium,medium,positive,positive,kz,kz
14440,0.10726622292367999,-0.026996983926587545,mixed,long,positive,long,long,positive,positive,mixed,mixed
14441,-0.20365028934120297,-0.09854081452914862,ru,medium,neutral,long,medium,neutral,neutral,ru,ru
14442,-0.03717792892176712,-0.05213378564041869,ru,medium,positive,medium,medium,positive,positive,ru,ru
14443,-0.16388001097975186,0.06937265786352943,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14444,0.29927121943803475,-0.008322582138600952,kz,medium,negative,medium,medium,negative,negative,kz,kz
14445,-0.11678412709805111,-0.1212566341154486,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14446,-0.12175483459711763,0.013811444169800175,ru,short,neutral,short,short,neutral,neutral,ru,ru
14447,0.07138987698530247,0.43262955205723885,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14448,0.06387303136989818,-0.05666598150392687,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14449,0.06361852229729589,0.1218841440668241,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14450,0.3961317076610477,0.07574323041041282,kz,long,positive,long,long,positive,positive,kz,kz
14451,0.13506435610579087,-0.0233709545337687,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14452,0.3796049494603015,0.07925341367424373,kz,medium,positive,medium,medium,positive,positive,kz,kz
14453,-0.1278363203225575,0.010531351827274889,ru,short,neutral,short,short,neutral,neutral,ru,ru
14454,-0.09404419851191394,-0.09993871699969628,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14455,-0.2608286409081057,-0.02710619907091386,ru,long,positive,long,long,positive,positive,ru,ru
14456,0.05769088162182983,0.33331765964852156,mixed,long,positive,long,long,positive,positive,mixed,mixed
14457,-0.14428633531493215,-0.08641398140177943,ru,medium,positive,medium,medium,positive,positive,ru,ru
14458,-0.07868967314261552,-0.11685489460724403,ru,medium,positive,medium,medium,positive,positive,ru,ru
14459,-0.092705352585707,-0.038802718361387545,ru,short,positive,short,short,positive,positive,ru,ru
14460,-0.23658522891904235,-0.15160555487415314,ru,long,positive,long,long,positive,positive,ru,ru
14461,0.19360701001232242,-0.023823553672335063,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14462,0.15897643772098988,-0.08141786523272154,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14463,-0.08457327301888529,-0.03951173487031234,ru,short,positive,short,short,positive,positive,ru,ru
14464,-0.02247224940413117,-0.058987733681309225,ru,short,positive,short,short,positive,positive,ru,ru
14465,-0.21440827686300265,0.042102687745577114,ru,medium,positive,medium,long,positive,positive,ru,ru
14466,0.42968128987142634,0.012353179456392183,kz,long,neutral,long,long,neutral,neutral,kz,kz
14467,0.2911440291640958,0.03595267092194867,kz,long,positive,long,long,positive,positive,kz,kz
14468,0.1848816456834591,-0.020085166343268377,kz,short,positive,short,short,positive,positive,kz,kz
14469,0.27893858327200843,0.00449155779854768,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14470,0.37204904148064605,0.043316730747170955,kz,long,positive,long,long,positive,positive,kz,kz
14471,0.3667125217775056,0.007551537234298625,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14472,0.3302936783963587,-0.019408868602003002,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14473,-0.18788616113630993,-0.2290781666384098,ru,medium,positive,medium,medium,positive,positive,ru,ru
14474,-0.15619027180718822,0.08697352756680347,ru,long,negative,long,long,negative,negative,ru,ru
14475,0.13209270817918278,-0.03934911946688078,kz,short,positive,short,short,positive,positive,kz,kz
14476,0.30957675610930496,0.02347975145401343,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14477,0.0555953629454124,0.16468640445272462,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14478,-0.17922730760174652,-0.23439684831522842,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14479,-0.10672922825622318,-0.1270190337777551,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14480,-0.15684289512242136,-0.18989132383681462,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14481,-0.02923002559371465,-0.09909494517515491,ru,long,neutral,long,long,neutral,neutral,ru,ru
14482,0.11802690417080153,0.3713183637566936,mixed,long,positive,long,long,positive,positive,mixed,mixed
14483,0.3216763681473644,0.004977048734383328,kz,long,positive,long,long,positive,positive,kz,kz
14484,0.1576326564095714,0.3723306146560961,mixed,long,positive,long,long,positive,positive,mixed,mixed
14485,-0.3024603358253063,-0.25961692008646625,ru,long,neutral,long,long,neutral,neutral,ru,ru
14486,-0.1153064806136192,-0.0988351342357341,ru,long,neutral,long,medium,neutral,neutral,ru,ru
14487,-0.29971362021551406,-0.18438624607199255,ru,long,neutral,long,long,neutral,neutral,ru,ru
14488,0.373082523769843,0.09343039625662367,kz,long,positive,long,long,positive,positive,kz,kz
14489,-0.12927095638553443,-0.19884356342026024,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14490,-0.1864968121127083,-0.32191810682111666,ru,long,positive,long,long,positive,positive,ru,ru
14491,-0.18138837527675186,-0.08961431905876634,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14492,-0.20897104170501427,0.05343473226912506,ru,medium,positive,medium,medium,positive,positive,ru,ru
14493,-0.02843970261339852,0.025373427310740937,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
14494,-0.05149061403068326,-0.11526503692058068,ru,medium,positive,medium,medium,positive,positive,ru,ru
14495,0.05868599024506809,-0.0919976502795702,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14496,-0.38286158926916714,0.4127346601355687,ru,long,positive,long,long,positive,positive,ru,ru
14497,-0.15693247998256815,-0.20799913943744613,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14498,-0.23964162229896965,0.09195276920358848,ru,medium,positive,medium,medium,positive,positive,ru,ru
14499,0.3436918711267444,0.0947823032465589,kz,medium,positive,medium,medium,positive,positive,kz,kz
14500,-0.20982422406272916,0.03848343483944232,ru,medium,positive,medium,medium,positive,positive,ru,ru
14501,-0.12086305483805038,-0.18029809370558242,ru,medium,negative,medium,medium,negative,negative,ru,ru
14502,0.08508744146152081,-0.046909396130106085,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14503,0.21068292294254073,-0.07494017708470577,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14504,0.2338519996024363,0.02488943542873654,kz,short,positive,short,short,positive,positive,kz,kz
14505,0.2896222757995085,0.018705813575383846,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14506,-0.04344219635455658,0.13395777743548043,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14507,0.38718507126887486,0.04540332380062871,kz,long,positive,long,long,positive,positive,kz,kz
14508,0.35935653352350166,0.0379759016245658,kz,medium,positive,medium,medium,positive,positive,kz,kz
14509,0.3381627336775,-0.008804239795726669,kz,long,negative,long,long,negative,negative,kz,kz
14510,-0.1324838403648515,0.03131297418535389,ru,medium,negative,medium,medium,negative,negative,ru,ru
14511,0.15297470941893457,-0.028590915314723325,mixed,short,negative,short,short,negative,negative,mixed,mixed
14512,-0.15088545167870296,-0.29956397697471177,ru,medium,positive,medium,medium,positive,positive,ru,ru
14513,0.18655289300403452,0.028818097104507008,mixed,long,positive,long,long,positive,positive,mixed,mixed
14514,0.07164084995583991,-0.037868110027361276,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed
14515,0.25104298591490437,-0.0006731530677338121,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14516,0.007523406071100044,-0.039081583046067854,ru,short,negative,short,short,negative,negative,ru,ru
14517,-0.24415451502388882,0.212283270855921,ru,medium,positive,medium,medium,positive,positive,ru,ru
14518,-0.19396017189363382,-0.2505528527511087,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14519,-0.043789179601875915,-0.03305197088958514,ru,short,neutral,short,short,neutral,neutral,ru,ru
14520,-0.17943552692928014,0.032860267285473595,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14521,-0.129337881627702,-0.08196664827752992,ru,medium,positive,medium,medium,positive,positive,ru,ru
14522,0.393583914073107,0.06892639440331574,kz,long,positive,long,long,positive,positive,kz,kz
14523,-0.20314655037405555,-0.03331029816221422,ru,medium,positive,medium,medium,positive,positive,ru,ru
14524,0.3084619594532792,-0.004113070450209177,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14525,-0.15601905636090793,0.0860754019579978,ru,medium,negative,medium,medium,negative,negative,ru,ru
14526,0.33834923767710373,0.0640621173549444,kz,medium,positive,medium,medium,positive,positive,kz,kz
14527,0.2602778760462505,0.024983617322433208,kz,long,positive,long,long,positive,positive,kz,kz
14528,-0.23944652487677798,-0.16966053034763792,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14529,0.19162998557856611,0.035804752471614514,kz,short,positive,short,short,positive,positive,kz,kz
14530,-0.10577196418940853,-0.08206775427635206,ru,medium,negative,medium,medium,negative,negative,ru,ru
14531,-0.1030257267204915,-0.17235604521998624,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14532,-0.18244615198055086,0.04942620878433164,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14533,-0.043700983656564676,-0.021571518102136766,ru,short,neutral,short,short,neutral,neutral,ru,ru
14534,-0.185686712348326,-0.2235979615793314,ru,medium,positive,long,long,positive,positive,ru,ru
14535,0.17677267588965065,0.03791658275942405,mixed,long,positive,long,long,positive,positive,mixed,mixed
14536,-0.09286647990644144,-0.08983089553986598,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14537,0.27025716737608524,0.017152740715667872,kz,medium,negative,medium,medium,negative,negative,kz,kz
14538,-0.012604871925314004,-0.024215185221261985,ru,short,negative,short,short,negative,negative,ru,ru
14539,0.08631280552413542,-0.05221960828709947,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14540,-0.042247941521930545,-0.05407093038414435,ru,medium,positive,medium,medium,positive,positive,ru,ru
14541,-0.19898686567559518,0.06345115815529213,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14542,0.20137576408442553,0.04109649048472965,kz,short,positive,short,short,positive,positive,kz,kz
14543,0.25389976796088704,0.014547698924989177,kz,medium,positive,medium,medium,positive,positive,kz,kz
14544,-0.1171666203594497,-0.10432023154026974,ru,medium,positive,medium,medium,positive,positive,ru,ru
14545,0.005002072124119719,-0.04560959165250464,ru,short,positive,short,short,positive,positive,ru,ru
14546,0.1524463010115298,0.008013416467021755,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14547,-0.32387259586797823,0.23502455262914598,ru,long,positive,long,long,positive,positive,ru,ru
14548,-0.1357519828642181,0.04499732262441209,ru,medium,negative,medium,medium,negative,negative,ru,ru
14549,-0.2883352107337999,0.15351432423523137,ru,long,positive,long,long,positive,positive,ru,ru
14550,-0.2744893584011814,0.31437623553135735,ru,long,positive,long,long,positive,positive,ru,ru
14551,0.12103534948835357,-0.052423053465735295,mixed,medium,negative,medium,short,negative,negative,mixed,mixed
14552,0.27719592945814925,-0.01880715927815723,kz,long,positive,long,long,positive,positive,kz,kz
14553,0.34044388684291216,0.01828553691187374,kz,medium,positive,medium,medium,positive,positive,kz,kz
14554,0.11798237657373861,0.016611676893502382,kz,short,positive,short,short,positive,positive,kz,kz
14555,0.28393802092092674,0.047199600192262374,kz,long,positive,long,long,positive,positive,kz,kz
14556,0.3835951839379162,0.00039656882666548734,kz,long,neutral,long,long,neutral,neutral,kz,kz
14557,0.2625969632091164,0.029359169198060038,kz,medium,positive,medium,medium,positive,positive,kz,kz
14558,0.04379714160991973,0.09253733577540979,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
14559,0.1298970738620191,0.04075921296959965,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14560,-0.05798045472515525,-0.1297989552296554,ru,medium,negative,medium,medium,negative,negative,ru,ru
14561,0.22457581593256884,-0.008537059574924183,kz,long,neutral,medium,medium,neutral,neutral,kz,kz
14562,0.4065194249427803,-0.0045443312367235995,kz,long,neutral,long,long,neutral,neutral,kz,kz
14563,-0.0865163815707017,-0.04249550402502568,ru,short,positive,short,short,positive,positive,ru,ru
14564,0.18066143071914864,-0.024743359024572715,mixed,short,positive,short,short,positive,positive,mixed,mixed
14565,0.3122454303962967,0.07233766740988046,kz,medium,positive,medium,medium,positive,positive,kz,kz
14566,-0.08923579374784701,-0.036301193968307534,ru,short,positive,short,short,positive,positive,ru,ru
14567,-0.13529167338076695,0.07132609719752327,ru,long,positive,long,long,positive,positive,ru,ru
14568,0.08601876249700757,0.09005198564240101,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14569,-0.2858776375748017,0.14638343153572436,ru,long,positive,long,long,positive,positive,ru,ru
14570,-0.09317470801597565,0.20951833486955052,ru,short,neutral,short,short,neutral,neutral,ru,ru
14571,-0.17541456897039331,-0.1607172049570562,ru,long,neutral,long,long,neutral,neutral,ru,ru
14572,0.3271432297636405,0.001602533645700406,kz,medium,positive,medium,long,positive,positive,kz,kz
14573,-0.1594896211498939,0.05831838106586827,ru,long,negative,long,long,negative,negative,ru,ru
14574,-0.23139758498163418,-0.15395598313070125,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14575,-0.17726722461376504,-0.09864926002670704,ru,long,positive,long,long,positive,positive,ru,ru
14576,-0.21043640942728595,0.13284788825127913,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14577,-0.2092490118434553,0.1297667814807185,ru,long,positive,long,long,positive,positive,ru,ru
14578,-0.16077460565097684,-0.17274345708620534,ru,medium,positive,medium,medium,positive,positive,ru,ru
14579,-0.16099303238530552,-0.2877661655582063,ru,long,positive,long,long,positive,positive,ru,ru
14580,-0.21121290732379963,0.04374008601330547,ru,medium,positive,medium,medium,positive,positive,ru,ru
14581,-0.19904362630424424,-0.05460568751317174,ru,long,positive,medium,medium,positive,positive,ru,ru
14582,-0.18911776023513543,-0.23720328031391966,ru,medium,positive,medium,medium,positive,positive,ru,ru
14583,-0.14453452283895707,-0.16160645603498963,ru,medium,positive,medium,medium,positive,positive,ru,ru
14584,-0.15099454413961738,-0.111811967772595,ru,medium,positive,medium,medium,positive,positive,ru,ru
14585,-0.17379787413560047,0.037829017992484636,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14586,-0.25345262246631334,0.08316862522658769,ru,medium,positive,long,long,positive,positive,ru,ru
14587,-0.22297150693196457,0.07059586245752329,ru,medium,positive,medium,medium,positive,positive,ru,ru
14588,-0.07035364545752754,-0.09811665976046946,ru,short,neutral,short,short,neutral,neutral,ru,ru
14589,0.441171907495111,0.0880078932309407,kz,long,positive,long,long,positive,positive,kz,kz
14590,-0.2224866278373497,0.09876663065605626,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14591,-0.27796021688689093,0.20091601105435056,ru,long,positive,long,long,positive,positive,ru,ru
14592,-0.22793850924916415,-0.105550382845911,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14593,-0.2549147179363077,0.10119149207657906,ru,long,neutral,long,long,neutral,neutral,ru,ru
14594,0.2894042782793893,0.018587450031349494,kz,medium,positive,medium,medium,positive,positive,kz,kz
14595,-0.22422328372297043,-0.20119491498888945,ru,long,neutral,long,long,neutral,neutral,ru,ru
14596,-0.04032038065453689,-0.0575145765836377,ru,medium,positive,medium,medium,positive,positive,ru,ru
